Symbol,Year,Month,Day,Open,High,Low,Volume,Market Cap,Volatility25,SMA25,EMA25,ATR25,RSI25,Close,NextClose
btc,2024,3,23,63799.98,65980.04,63119.94,64367437851.3,1269320125025.62,3484.33,66584.44,64487.12,3852.3,56.23,64238.03,67246.83
btc,2024,3,24,64004.05,67577.97,63800.19,45004303016.26,1282172693165.51,3380.12,66774.42,64699.41,3724.7,54.29,67246.83,69901.99
btc,2024,3,25,67190.84,70929.95,66463.94,59754058610.11,1343202487556.71,3231.0,67120.26,65099.61,3786.89,57.61,69901.99,70059.97
btc,2024,3,26,69890.04,71489.41,69468.56,73539340915.59,1383033138560.89,3131.6,67423.41,65481.17,3781.96,56.8,70059.97,69529.85
btc,2024,3,27,70007.73,71645.99,68515.98,66048307394.07,1372145083235.2,2945.11,67724.45,65792.61,3878.93,56.74,69529.85,70702.74
btc,2024,3,28,69470.04,71529.96,69000.37,67541826095.72,1384792377598.97,2838.28,68028.56,66170.31,3909.78,56.8,70702.74,69850.52
btc,2024,3,29,70777.96,70893.95,69130.05,51437435661.07,1377218213267.62,2861.53,68094.24,66453.41,3758.29,51.59,69850.52,69674.78
btc,2024,3,30,69850.56,70255.82,69560.02,39660445250.31,1375961187450.75,2744.06,68322.39,66701.2,3486.52,55.99,69674.78,71216.98
btc,2024,3,31,69585.1,71345.73,69585.1,33677901684.58,1385235018798.52,2763.51,68525.59,67048.57,3365.74,55.41,71216.98,69731.26
btc,2024,4,1,71286.78,71286.78,68246.03,48160176927.62,1370941645025.82,2752.2,68638.68,67254.93,3400.71,52.97,69731.26,65448.35
btc,2024,4,2,69660.01,69660.01,64706.05,76064873523.09,1305031837940.31,2824.56,68528.5,67115.96,3476.74,47.28,65448.35,66074.16
btc,2024,4,3,65441.29,66778.9,64792.98,72688212424.21,1298722536237.28,2866.92,68430.93,67035.83,3526.5,47.61,66074.16,68461.23
btc,2024,4,4,65963.32,69060.0,65139.94,54141942846.19,1316195162429.91,2864.9,68411.39,67145.47,3618.23,49.54,68461.23,67928.77
btc,2024,4,5,68487.85,68613.19,66099.34,65461159217.25,1327799451346.38,2761.02,68244.76,67205.73,3521.58,45.86,67928.77,68904.86
btc,2024,4,6,67820.6,69566.35,67492.52,48123401317.82,1338695853172.18,2682.52,68142.0,67336.43,3479.08,47.46,68904.86,69388.74
btc,2024,4,7,68884.31,70242.04,68850.36,38671272310.64,1365387978509.7,2493.71,67994.03,67494.3,3443.77,46.27,69388.74,71631.77
btc,2024,4,8,69360.36,72724.2,69169.74,53132608634.3,1398781579162.81,2505.46,68002.01,67812.57,3388.81,50.2,71631.77,69198.22
btc,2024,4,9,71631.94,71714.42,68442.77,132212729053.5,1380512011414.9,2497.84,67988.65,67919.15,3262.15,49.67,69198.22,70513.6
btc,2024,4,10,69156.0,71078.17,67590.15,158873955437.31,1361467139057.45,2480.94,68197.73,68118.73,3214.41,55.48,70513.6,70112.05
btc,2024,4,11,70631.08,71247.81,69587.99,163547750232.03,1386276753963.96,2509.12,68256.21,68272.06,3123.96,51.63,70112.05,67208.21
btc,2024,4,12,70006.21,71173.45,66012.76,156492733608.8,1367900621427.16,2515.68,68236.08,68190.22,3241.19,49.46,67208.21,64255.94
btc,2024,4,13,67129.0,67890.08,61480.0,170831383575.81,1309324455975.39,2312.99,68327.07,67887.59,3238.75,52.59,64255.94,65582.95
btc,2024,4,14,63919.56,65737.76,62168.38,193384733405.93,1263072156804.96,2376.08,68236.22,67710.31,3099.9,47.12,65582.95,63496.91
btc,2024,4,15,65666.9,66716.61,62664.83,167288178450.47,1278786268963.27,2501.54,68157.05,67386.2,3124.32,47.47,63496.91,63679.78
btc,2024,4,16,63408.02,64279.61,61721.75,164862168464.26,1239636852612.27,2493.05,68161.54,67101.09,3064.34,50.15,63679.78,61309.97
btc,2024,4,17,63793.38,64409.61,60035.04,159271475773.6,1230701435686.11,2741.46,68044.42,66655.62,3124.92,46.25,61309.97,63418.0
btc,2024,4,18,61277.35,64049.91,60896.0,162264150662.43,1228207510554.37,2890.76,67891.26,66406.57,3099.96,44.99,63418.0,63965.95
btc,2024,4,19,63459.73,65384.6,59734.42,179591776267.14,1254700142550.61,2961.64,67653.82,66218.83,3147.33,41.77,63965.95,64857.99
btc,2024,4,20,63818.04,65351.33,63321.19,153799823273.23,1263699404439.04,2968.28,67445.74,66114.15,3147.7,42.93,64857.99,64896.87
btc,2024,4,21,64940.62,65638.74,64302.47,132646330534.83,1278729530557.16,2977.35,67260.42,66020.51,3075.95,43.62,64896.87,66818.89
btc,2024,4,22,64937.94,67180.03,64598.0,140020711835.51,1299629613965.49,2890.31,67105.07,66081.93,3078.05,44.76,66818.89,66386.61
btc,2024,4,23,66822.2,67174.02,65884.15,140913944149.05,1308600456410.07,2835.72,66966.51,66105.37,3059.09,45.27,66386.61,64291.07
btc,2024,4,24,66414.01,67070.4,63742.73,138491370322.3,1294534621910.04,2825.89,66751.17,65965.8,3164.36,43.02,64291.07,64495.27
btc,2024,4,25,64289.6,65083.98,62956.04,149157965211.66,1264226386138.0,2700.26,66482.3,65852.69,3179.05,40.97,64495.27,63806.23
btc,2024,4,26,64486.53,64732.29,63397.37,144552429807.05,1263022328913.39,2662.98,66245.3,65695.27,3110.82,41.87,63806.23,63483.13
btc,2024,4,27,63770.01,63891.08,62593.31,131524789158.24,1242332333140.72,2715.97,66166.69,65525.1,2964.57,46.97,63483.13,63059.25
btc,2024,4,28,63461.99,64300.03,62875.28,123978125785.54,1254074099518.53,2786.27,66046.09,65335.42,2942.13,45.33,63059.25,63817.97
btc,2024,4,29,63109.65,64070.04,61835.95,128855842856.74,1235771728615.56,2773.3,65860.36,65218.69,2874.69,42.42,63817.97,60761.95
btc,2024,4,30,63822.08,64654.02,59265.11,143219209457.94,1217317330212.33,2917.26,65573.69,64875.87,2989.69,39.2,60761.95,58266.04
btc,2024,5,1,60669.84,60762.08,56721.02,159023293590.83,1148765177507.25,3175.6,65148.13,64367.42,3068.38,34.66,58266.04,59134.5
btc,2024,5,2,58365.01,59545.21,57003.3,131432823893.6,1149458619445.39,3266.0,64737.96,63964.89,3114.39,35.38,59134.5,62799.97
btc,2024,5,3,59112.48,63176.02,58837.01,104745197131.87,1193855616696.53,2951.79,64384.69,63875.28,3145.77,37.9,62799.97,63880.04
btc,2024,5,4,62870.12,64469.81,62642.67,105858800461.72,1249046843976.91,2776.89,64171.97,63875.64,3087.99,42.43,63880.04,64040.05
btc,2024,5,5,63893.95,64479.4,63010.78,89483521887.89,1255450583253.38,2442.6,63913.02,63888.29,3007.21,40.48,64040.05,63197.19
btc,2024,5,6,64011.98,65424.77,62970.14,95229564647.93,1258601500066.31,2075.29,63636.43,63835.13,3039.01,39.96,63197.19,62380.43
btc,2024,5,7,63165.14,64322.23,62292.05,102284339989.34,1250305184237.9,1949.9,63443.32,63723.23,2913.79,42.54,62380.43,61220.05
btc,2024,5,8,62312.12,62947.97,60957.21,96231033741.69,1226437181090.79,1991.28,63321.88,63530.68,2737.01,45.03,61220.05,63110.01
btc,2024,5,9,61203.59,63349.87,60746.02,96371791598.56,1216539898240.83,1934.91,63222.96,63498.32,2698.39,46.03,63110.01,60887.95
btc,2024,5,10,63074.05,63463.95,60318.78,99784445417.82,1223188375479.91,1989.11,63118.61,63297.52,2662.13,45.83,60887.95,60784.24
btc,2024,5,11,60800.03,61391.96,60560.03,93416078524.91,1199916424353.45,2038.76,63002.78,63104.19,2593.09,45.35,60784.24,61549.96
btc,2024,5,12,60816.04,61763.99,60689.41,76159301784.86,1204681757746.96,2031.0,63012.38,62984.64,2461.09,50.41,61549.96,62917.18
btc,2024,5,13,61444.49,63332.96,60786.91,90675951502.6,1227777899897.63,2029.31,62992.35,62979.45,2436.78,49.13,62917.18,61602.22
btc,2024,5,14,62940.1,63053.02,61157.62,96890384586.06,1220229790815.83,2037.1,62897.8,62873.51,2286.59,46.01,61602.22,66247.62
btc,2024,5,15,61577.48,66390.0,61404.32,100366232949.3,1251896075834.86,2110.46,62953.39,63133.05,2404.81,52.08,66247.62,65249.97
btc,2024,5,16,66206.5,66598.22,64665.08,115681520609.2,1295913178703.09,2125.14,62967.51,63295.89,2428.68,50.51,65249.97,67004.04
btc,2024,5,17,65234.32,67399.94,65156.23,102634356864.3,1305116155080.96,2139.39,62974.92,63581.13,2415.15,50.27,67004.04,66914.58
btc,2024,5,18,67030.03,67376.41,66640.01,93829825867.83,1318748541912.82,2176.75,62996.04,63837.55,2393.01,50.78,66914.58,66347.05
btc,2024,5,19,66915.16,67598.31,66005.33,84425742668.58,1317076250481.61,2264.78,63078.28,64030.59,2323.62,53.19,66347.05,71418.17
btc,2024,5,20,66278.22,71456.55,66139.62,97673519611.45,1332036657324.7,2804.24,63355.19,64598.87,2451.18,59.32,71418.17,70104.4
btc,2024,5,21,71413.26,71739.14,69266.38,140382014974.79,1391426237434.47,3112.42,63607.12,65022.37,2496.7,58.34,70104.4,69224.99
btc,2024,5,22,70145.51,70599.97,69048.6,116115129934.34,1375990340801.01,3308.56,63836.79,65345.65,2506.84,57.49,69224.99,67923.97
btc,2024,5,23,69166.59,70036.03,66671.21,111358739714.12,1355143547460.99,3402.65,64031.38,65543.98,2584.44,56.21,67923.97,68534.95
btc,2024,5,24,67989.95,69184.6,66714.03,118732856369.61,1338591265664.14,3519.11,64220.06,65774.06,2593.9,56.04,68534.95,69264.99
btc,2024,5,25,68549.98,69544.36,68529.54,98349462378.77,1359001925515.48,3581.31,64560.18,66042.59,2418.94,61.58,69264.99,68552.6
btc,2024,5,26,69284.48,69464.03,68313.96,88617970999.77,1359122396532.99,3415.1,64971.64,66235.67,2303.3,64.72,68552.6,69446.22
btc,2024,5,27,68513.99,70660.82,68271.15,94366758873.82,1362623722399.28,3301.55,65384.11,66482.63,2297.21,64.75,69446.22,68397.44
